% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.861393582e+06 +2.861393582e+06 +2.861183702e+06 +2.861183702e+06 -4.4136e+00 +2.2556e+00
7 +4.066536540e+05 +4.066536540e+05 +4.064437740e+05 +4.064437740e+05 +1.9422e+00 +1.0349e+00
18 +1.254915578e+05 +1.254915578e+05 +1.252816778e+05 +1.252816778e+05 +4.2609e+00 +8.0602e-01
51 +1.138512224e+04 +1.138512224e+04 +1.117524224e+04 +1.117524224e+04 -3.9262e+00 +5.4723e-01
102 +2.505274746e+01 +2.505274746e+01 -1.848272525e+02 -1.848272525e+02 +9.8117e-01 +4.5273e-01
1675 +3.559571690e+00 +3.559571690e+00 -2.063204283e+02 -2.063204283e+02 -4.2944e-01 +4.4730e-01
4102 +5.324432775e-01 +5.324432775e-01 -2.093475567e+02 -2.093475567e+02 +7.6328e-01 +4.4857e-01
5018 +2.824233527e-01 +2.824233527e-01 -2.095975766e+02 -2.095975766e+02 +6.9213e-01 +4.4783e-01
6079 +8.869663987e-02 +8.869663987e-02 -2.097913034e+02 -2.097913034e+02 +1.2823e+00 +4.4770e-01
11436 +4.747637885e-02 +4.747637885e-02 -2.098325236e+02 -2.098325236e+02 +1.4236e+00 +4.4798e-01
% function evaluation | noise-free fitness - Fopt (-9.209000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.332507334e+06 +6.332507334e+06 +6.332415244e+06 +6.332415244e+06 +9.3462e-01 +2.0177e-02
3 +5.124821354e+05 +5.124821354e+05 +5.123900454e+05 +5.123900454e+05 -4.3968e+00 +3.3808e+00
6 +2.999069440e+05 +2.999069440e+05 +2.998148540e+05 +2.998148540e+05 +1.3416e+00 +2.0429e+00
13 +7.260275087e+04 +7.260275087e+04 +7.251066087e+04 +7.251066087e+04 -1.9272e+00 +2.3521e+00
19 +1.778426257e+03 +1.778426257e+03 +1.686336257e+03 +1.686336257e+03 +3.4630e+00 +2.5824e+00
24 +4.115846507e+02 +4.115846507e+02 +3.194946507e+02 +3.194946507e+02 -4.7212e+00 +2.6020e+00
258 +2.936884328e+02 +2.936884328e+02 +2.015984328e+02 +2.015984328e+02 +4.3340e+00 +2.6052e+00
316 +4.147509060e+01 +4.147509060e+01 -5.061490940e+01 -5.061490940e+01 +2.1982e+00 +2.6282e+00
588 +3.268225837e+01 +3.268225837e+01 -5.940774163e+01 -5.940774163e+01 +1.5264e-02 +2.6161e+00
2147 +2.572818505e+00 +2.572818505e+00 -8.951718149e+01 -8.951718149e+01 +2.1453e+00 +2.6208e+00
4316 +2.056171559e+00 +2.056171559e+00 -9.003382844e+01 -9.003382844e+01 +2.1814e+00 +2.6217e+00
5057 +7.909540391e-01 +7.909540391e-01 -9.129904596e+01 -9.129904596e+01 +8.0061e-01 +2.6207e+00
8024 +4.640273675e-01 +4.640273675e-01 -9.162597263e+01 -9.162597263e+01 +1.6957e-01 +2.6220e+00
8316 +3.506422589e-01 +3.506422589e-01 -9.173935774e+01 -9.173935774e+01 +5.8784e-01 +2.6222e+00
8686 +1.964955212e-01 +1.964955212e-01 -9.189350448e+01 -9.189350448e+01 +9.6013e-01 +2.6212e+00
9488 +1.413870001e-02 +1.413870001e-02 -9.207586130e+01 -9.207586130e+01 +6.9008e-01 +2.6215e+00
% function evaluation | noise-free fitness - Fopt (-8.789000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.310339497e+06 +2.310339497e+06 +2.310251607e+06 +2.310251607e+06 -8.2150e-01 +2.2556e+00
3 +3.311003496e+05 +3.311003496e+05 +3.310124596e+05 +3.310124596e+05 -2.5020e+00 +3.0270e+00
7 +1.496635027e+01 +1.496635027e+01 -7.292364973e+01 -7.292364973e+01 -3.5471e+00 +3.6448e+00
637 +6.934003284e+00 +6.934003284e+00 -8.095599672e+01 -8.095599672e+01 +1.3674e+00 +3.6432e+00
4007 +4.599028624e+00 +4.599028624e+00 -8.329097138e+01 -8.329097138e+01 -1.1915e+00 +3.6441e+00
4149 +1.495634473e-01 +1.495634473e-01 -8.774043655e+01 -8.774043655e+01 +5.7201e-01 +3.6454e+00
8007 +7.762606035e-02 +7.762606035e-02 -8.781237394e+01 -8.781237394e+01 +5.1311e-01 +3.6456e+00
8576 +5.627255067e-02 +5.627255067e-02 -8.783372745e+01 -8.783372745e+01 +2.6300e-01 +3.6459e+00
10063 +2.857234858e-02 +2.857234858e-02 -8.786142765e+01 -8.786142765e+01 +7.9673e-02 +3.6456e+00
% function evaluation | noise-free fitness - Fopt (3.201900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.207573289e+05 +2.207573289e+05 +2.210775189e+05 +2.210775189e+05 +2.7737e+00 -2.8267e+00
8 +1.411572990e+04 +1.411572990e+04 +1.443591990e+04 +1.443591990e+04 -2.3043e+00 -2.4777e+00
