% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.679265249e+01 +1.679265249e+01 +2.366265249e+01 +2.366265249e+01 -4.6962e+00 +1.7338e+00 +4.2036e+00 -3.4594e+00 +4.8598e+00 +2.2550e+00 +2.4683e+00 -2.4424e+00 -1.4465e+00 +2.5440e+00 -3.3102e-01 +1.2927e-01 +1.7531e+00 -1.8905e+00 -7.6862e-01 -3.0117e+00 -4.4264e+00 -3.6032e+00 +3.5855e+00 +2.3184e+00
2 +1.235299325e+01 +1.235299325e+01 +1.922299325e+01 +1.922299325e+01 -2.1959e+00 -8.1803e-01 +4.9707e+00 +2.0072e+00 -2.4341e+00 +2.6702e+00 +3.6316e-01 -3.7695e+00 -4.6261e-01 +1.0445e+00 -3.2647e+00 +8.0848e-01 -4.0279e+00 +1.0124e-01 +1.0835e+00 +2.3148e+00 +9.3103e-01 -1.5978e+00 -1.7809e+00 -2.3807e-01
6 +5.210944788e+00 +5.210944788e+00 +1.208094479e+01 +1.208094479e+01 -3.3206e+00 -9.9745e-01 -5.9298e-01 +4.8450e+00 -7.3696e-01 -2.6557e+00 -4.5511e+00 +6.2636e-02 -1.4075e+00 -3.6991e+00 +4.7661e+00 +2.6154e+00 +2.8775e+00 +2.4796e+00 -4.5426e+00 +1.5863e+00 +3.6485e+00 +2.9985e+00 +2.9238e+00 +3.4850e+00
423 +2.641644786e+00 +2.641644786e+00 +9.511644786e+00 +9.511644786e+00 -3.3198e+00 -9.9581e-01 -5.6373e-01 +4.8427e+00 -7.8241e-01 -2.6346e+00 -4.3593e+00 -8.4781e-02 -1.4020e+00 -3.6960e+00 +4.7092e+00 +2.6116e+00 +2.9282e+00 +2.4746e+00 -4.5157e+00 +1.5811e+00 +3.6382e+00 +2.9868e+00 +2.7553e+00 +3.4271e+00
507 +2.450772434e+00 +2.450772434e+00 +9.320772434e+00 +9.320772434e+00 -3.3198e+00 -9.9581e-01 -5.6071e-01 +4.8427e+00 -7.8247e-01 -2.6339e+00 -4.3590e+00 -8.3483e-02 -1.4031e+00 -3.6965e+00 +4.7174e+00 +2.6116e+00 +2.9141e+00 +2.4746e+00 -4.5022e+00 +1.5814e+00 +3.6410e+00 +2.9926e+00 +2.7553e+00 +3.4318e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.068469360e+01 +2.068469360e+01 +2.069469360e+01 +2.069469360e+01 -2.0169e+00 -3.1767e+00 -4.8256e+00 -6.1136e-02 +2.3753e+00 +3.5721e+00 +8.2105e-01 +5.9062e-01 -3.5492e+00 +1.7071e+00 +4.7927e+00 -2.2891e+00 +3.6377e+00 -3.9306e+00 +1.6507e-02 +1.1117e+00 -7.8303e-01 +1.0350e+00 +4.6514e+00 -1.5488e+00
2 +1.082205555e+01 +1.082205555e+01 +1.083205555e+01 +1.083205555e+01 -3.1382e-01 +1.3468e+00 +2.0326e+00 -1.2816e+00 +1.4209e+00 -3.5370e+00 -1.0481e-02 +3.6101e+00 -1.9086e+00 -3.9483e+00 -1.5156e+00 +3.3188e+00 -1.8191e+00 -6.4843e-01 +1.8508e-01 -1.7610e+00 -4.3684e+00 +1.5351e+00 -4.1269e-01 -1.2592e+00
13 +9.311311011e+00 +9.311311011e+00 +9.321311011e+00 +9.321311011e+00 +4.7465e+00 -4.0617e+00 +4.8980e+00 -2.6377e+00 -3.9202e+00 +2.9689e+00 +4.4331e+00 -1.6748e+00 -9.2184e-01 -3.5729e+00 +2.6392e+00 +1.6289e+00 +3.4386e-01 -7.3181e-01 +2.3200e+00 +1.5231e+00 +4.6330e+00 -3.3949e+00 +1.5487e+00 -4.3893e+00
43 +4.961363456e+00 +4.961363456e+00 +4.971363456e+00 +4.971363456e+00 -4.3751e+00 -1.3885e+00 +3.4859e+00 +7.6499e-01 -3.8582e+00 +2.2496e+00 +1.7649e+00 -3.1801e-01 -2.3699e+00 +3.1357e+00 -1.5751e-01 +9.3833e-01 -1.8338e+00 +3.3489e+00 -3.9700e-01 +2.0327e+00 +2.3752e+00 -3.1977e+00 +1.2739e-01 +2.7203e+00
382 +3.837404028e+00 +3.837404028e+00 +3.847404028e+00 +3.847404028e+00 -4.3746e+00 -1.3874e+00 +3.3663e+00 +4.2858e-01 -3.8590e+00 +2.2469e+00 +1.7675e+00 -4.0905e-01 -2.3715e+00 +3.1358e+00 -1.7447e-01 +9.2050e-01 -1.7946e+00 +3.2655e+00 -3.8138e-01 +2.0913e+00 +2.3752e+00 -3.1955e+00 +1.2546e-01 +2.6332e+00
% function evaluation | noise-free fitness - Fopt (-1.306100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.113689266e+01 +1.113689266e+01 -1.194731073e+02 -1.194731073e+02 +1.0644e+00 -2.2604e+00 +3.9014e+00 -4.9487e+00 -2.7765e+00 +1.7231e-01 -4.6840e+00 -5.0371e-01 -5.1204e-01 -3.5766e+00 +2.5790e+00 -6.3734e-01 +3.0096e+00 -2.9320e+00 -1.2779e+00 -1.8731e+00 +2.5113e+00 +4.2582e+00 +4.5011e-01 -1.6759e+00
2 +6.170430540e+00 +6.170430540e+00 -1.244395695e+02 -1.244395695e+02 -4.9063e-01 -9.8606e-01 +2.4082e+00 -3.5982e+00 -3.3434e+00 -1.1589e+00 -4.5709e+00 -1.8536e+00 +1.2366e+00 +2.2152e+00 -9.0778e-01 -8.5963e-01 -3.7380e+00 -2.4947e+00 +8.9219e-01 +1.8220e+00 -2.0255e+00 -2.0736e+00 +5.3258e-01 -2.4428e+00
162 +3.653714372e+00 +3.653714372e+00 -1.269562856e+02 -1.269562856e+02 +1.7625e+00 -9.8295e-01 +2.2839e+00 +2.5301e+00 -2.1509e+00 +1.6690e+00 -4.7576e+00 +4.5581e-01 +2.0651e+00 +9.2185e-01 +1.8599e+00 -5.7923e-01 +1.0758e-01 -1.0628e+00 +3.1832e+00 +8.9781e-01 -3.9194e+00 +4.4782e+00 +6.0141e-01 -1.1954e+00
